Id,Title,Description,Status,Priority,Assigned,CreatedDate,UpdatedDate,TaskCode,ProjectId
2279,Оптимизировать процесс входа,Добавить логирование ошибок,Review,High,alex|maria,2026-03-13T00:00:00,2026-03-25T00:00:00,KAN-2279,5
2280,Оптимизировать запросы базы данных,Обновить механизм сессий,InProgress,Medium,maria|john,2026-01-25T00:00:00,2026-02-03T00:00:00,KAN-2280,3
2281,Рефакторинг авторизации,Реализовать дополнительную бизнес-логику,Review,Medium,anna|maria,2026-02-27T00:00:00,2026-03-18T00:00:00,KAN-2281,2
2282,Обновить интерфейс страницы,Исправить загрузку аватаров,Review,Low,anna,2026-04-09T00:00:00,2026-04-12T00:00:00,KAN-2282,3
2283,Добавить проверку токена,Исправить нестабильное поведение функции,Done,Low,john,2026-03-22T00:00:00,,KAN-2283,3
2284,Реализовать поиск задач,Иногда возникает ошибка при работе с API,Done,High,olga,2026-02-13T00:00:00,2026-02-18T00:00:00,KAN-2284,1
2285,Исправить ошибку авторизации,Исправить нестабильное поведение функции,Done,Medium,john|ivan,2026-04-06T00:00:00,,KAN-2285,4
2286,Реализовать дополнительную бизнес-логику,Добавить новые связи между таблицами,ToDo,Medium,john,2026-01-14T00:00:00,2026-01-26T00:00:00,KAN-2286,5
2287,Добавить двухфакторную аутентификацию,Добавить логирование ошибок,ToDo,Medium,anna|olga,2026-03-07T00:00:00,2026-03-26T00:00:00,KAN-2287,3
2288,Добавить обработку ошибок отправки,Добавить обработку ошибок БД,Done,Medium,maria,2026-02-06T00:00:00,2026-02-10T00:00:00,KAN-2288,4
2289,Улучшить проверку логина,Реализовать дополнительную бизнес-логику,ToDo,High,olga|ivan,2026-03-28T00:00:00,2026-04-16T00:00:00,KAN-2289,3
2290,Интегрировать с внешними сервисами,Исправить загрузку аватаров,ToDo,Low,maria,2026-01-25T00:00:00,2026-02-01T00:00:00,KAN-2290,4
2291,Реализовать кэширование запросов,Добавить двухфакторную аутентификацию,InProgress,Low,john,2026-03-02T00:00:00,2026-03-16T00:00:00,KAN-2291,1
2292,Реализовать новую функцию интерфейса,Добавить обработку ошибок,InProgress,Low,john|maria,2026-02-09T00:00:00,,KAN-2292,2
2293,Обновить механизм сессий,Добавить логирование ошибок,Review,Medium,anna,2026-03-14T00:00:00,,KAN-2293,2
2294,Добавить индексы для таблиц,Добавить двухфакторную аутентификацию,InProgress,High,maria,2026-01-21T00:00:00,2026-02-05T00:00:00,KAN-2294,5
2295,Добавить комментарии к задачам,Добавить журнал отправленных уведомлений,InProgress,Low,john|alex,2026-04-05T00:00:00,,KAN-2295,5
2296,Исправить проблему drag and drop,Оптимизировать процесс входа,InProgress,Medium,maria,2026-04-11T00:00:00,,KAN-2296,4
2297,Добавить двухфакторную аутентификацию,Реализовать дополнительную бизнес-логику,Done,Low,alex,2026-04-08T00:00:00,2026-04-24T00:00:00,KAN-2297,5
2298,Добавить проверку токена,Реализовать дополнительную бизнес-логику,InProgress,Medium,olga,2026-03-22T00:00:00,2026-04-03T00:00:00,KAN-2298,5
2299,Добавить обработку ошибок БД,Оптимизировать транзакции,Done,Low,john|maria,2026-03-31T00:00:00,2026-04-09T00:00:00,KAN-2299,2
2300,Добавить метки задач,Исправить проблему drag and drop,InProgress,Medium,anna,2026-01-27T00:00:00,,KAN-2300,1
2301,Реализовать поиск задач,Улучшить проверку логина,ToDo,Medium,alex|ivan,2026-04-01T00:00:00,2026-04-13T00:00:00,KAN-2301,3
2302,Добавить страницу настроек проекта,Интегрировать с внешними сервисами,ToDo,Medium,anna|ivan,2026-01-25T00:00:00,,KAN-2302,5
2303,Проверить целостность данных,Интегрировать с внешними сервисами,InProgress,Medium,anna,2026-02-08T00:00:00,2026-02-20T00:00:00,KAN-2303,1
2304,Исправить ошибку авторизации,Добавить логирование ошибок,Review,Medium,olga,2026-02-25T00:00:00,2026-03-10T00:00:00,KAN-2304,5
2305,Добавить роли пользователей,Оптимизировать транзакции,Review,Low,olga|anna,2026-01-17T00:00:00,,KAN-2305,4
2306,Обновить интерфейс страницы,Добавить восстановление пароля,Review,Low,olga|anna,2026-02-04T00:00:00,2026-02-14T00:00:00,KAN-2306,5
2307,Исправить ошибку регистрации,Реализовать дополнительную бизнес-логику,Done,Medium,ivan,2026-03-29T00:00:00,,KAN-2307,3
2308,Добавить обработку ошибок БД,Исправить проблему с блокировками,Done,High,maria|anna,2026-03-25T00:00:00,2026-04-13T00:00:00,KAN-2308,3
2309,Добавить журнал отправленных уведомлений,Оптимизировать транзакции,InProgress,High,john,2026-02-17T00:00:00,,KAN-2309,5
2310,Реализовать поиск задач,Иногда возникает ошибка при работе с API,InProgress,Low,john|alex,2026-02-24T00:00:00,2026-03-14T00:00:00,KAN-2310,1
2311,Исправить нестабильное поведение функции,Добавить обработку ошибок БД,Review,Low,alex,2026-03-11T00:00:00,2026-03-11T00:00:00,KAN-2311,5
2312,Оптимизировать транзакции,Добавить двухфакторную аутентификацию,Review,Medium,maria,2026-02-26T00:00:00,2026-03-08T00:00:00,KAN-2312,3
2313,Добавить двухфакторную аутентификацию,Добавить логирование ошибок,InProgress,Medium,ivan|alex,2026-03-19T00:00:00,2026-04-07T00:00:00,KAN-2313,4
2314,Улучшить проверку логина,Добавить обработку ошибок,InProgress,Medium,alex,2026-03-10T00:00:00,,KAN-2314,3
2315,Исправить ошибку авторизации,Добавить логирование ошибок,ToDo,Medium,olga|maria,2026-03-28T00:00:00,,KAN-2315,5
2316,Обновить интерфейс страницы,Добавить комментарии к задачам,ToDo,High,ivan|john,2026-01-04T00:00:00,2026-01-23T00:00:00,KAN-2316,1
2317,Добавить журнал отправленных уведомлений,Проверить целостность данных,Review,Low,olga|maria,2026-01-12T00:00:00,,KAN-2317,3
2318,Добавить роли пользователей,Реализовать поиск задач,ToDo,Low,anna|john,2026-02-04T00:00:00,,KAN-2318,5
2319,Реализовать поиск задач,Исправить проблему drag and drop,InProgress,Low,olga,2026-01-14T00:00:00,2026-02-03T00:00:00,KAN-2319,5
2320,Проверить целостность данных,Добавить новые связи между таблицами,ToDo,Medium,john|ivan,2026-01-14T00:00:00,2026-01-17T00:00:00,KAN-2320,2
2321,Исправить загрузку аватаров,Реализовать обработку ошибок отправки,ToDo,High,olga,2026-01-16T00:00:00,2026-01-26T00:00:00,KAN-2321,3
2322,Оптимизировать транзакции,Обновить механизм сессий,ToDo,High,anna,2026-02-22T00:00:00,2026-03-05T00:00:00,KAN-2322,4
2323,Обновить интерфейс страницы,Улучшить проверку логина,Review,Low,olga,2026-02-24T00:00:00,,KAN-2323,1
